gene_name	S1_control	S1_t	S2_control	S2_t	S3_control	S3_t
OLIG3	1	21	5	9	13	17
OLMALINC	47	17	21	10	4	7
OLR1	4	19	63	33	30	15
OMA1	96	11	37	10	36	24
OMG	1	0	1	2	0	0
ONECUT1	0	2	3	0	2	3
ONECUT2	1	4	3	0	0	1
OOEP	6	0	1	1	1	4
OPA1	269	20	284	33	254	124
OPA3	112	25	111	13	83	48
OPALIN	1	7	0	4	4	2
OPCML	7	27	14	19	6	24
OPHN1	1	14	26	2	6	9
OPLAH	4	0	22	2	0	0
OPN1SW	0	0	0	0	0	0
OPN3	62	8	62	17	43	29
OPN5	1	1	1	7	7	5
OPRD1	22	151	62	64	66	57
OPRK1	7	43	8	19	13	20
OPRL1	7	3	4	2	7	7
OPRM1	6	46	8	21	45	40
OPTN	697	77	468	48	236	159
OR10A2	18	78	43	57	41	51
OR10A3	4	46	11	15	21	19
OR10AE1P	1	3	2	2	6	1
OR10D3	1	2	3	3	6	2
OR10G3	1	3	1	0	3	1
OR10G7	0	1	0	4	2	1
OR10H1	0	3	2	7	4	2
OR10H5	4	79	27	32	27	24
OR10Z1	1	2	0	12	5	3
OR13A1	4	0	0	0	0	0
OR14J1	3	16	3	13	8	13
OR1F1	1	34	10	8	7	7
OR1I1	19	110	30	16	33	39
OR1L8	0	1	0	1	0	0
OR1M1	9	49	13	17	21	21
OR2A1	1	0	0	0	0	2
OR2A1-AS1	23	13	32	6	32	12
OR2A4	0	0	0	0	5	0
OR2A5	4	28	8	9	13	13
OR2A7	1	2	0	0	0	2
OR2AG1	0	5	4	2	5	4
OR2AG2	0	0	1	0	1	1
OR2AT4	6	29	7	12	13	16
OR2C1	0	0	0	0	0	0
OR2G6	0	1	0	3	1	0
OR2H2	0	3	2	1	1	2
OR2H4P	0	5	5	2	4	2
OR2J3	0	2	1	8	2	3
OR2L2	0	1	0	4	3	1
OR2L5	0	5	1	2	5	5
OR2M3	7	58	30	50	42	38
OR2T12	1	5	0	1	1	4
OR2T33	0	3	0	7	9	6
OR2V1	3	4	13	9	5	11
OR2V2	1	16	4	6	5	4
OR2Y1	1	4	0	1	0	1
OR3A2	1	1	1	5	0	2
OR4D1	7	23	7	9	6	1
OR4E1	3	43	9	11	14	13
OR4E2	1	14	2	5	6	3
OR4F13P	0	0	1	2	2	2
OR4K1	0	0	2	2	1	0
OR4K13	2	11	5	10	17	13
OR4K14	0	0	3	0	1	4
OR4K17	0	1	0	1	1	3
OR4K2	5	21	16	28	12	14
OR4Q1P	0	1	1	0	2	1
OR51A4	0	1	2	3	0	0
OR51E2	3	35	23	15	21	8
OR51G2	1	10	8	13	10	6
OR51L1	0	6	11	16	8	13
OR52A1	1	6	0	0	3	1
OR52K3P	1	0	0	0	0	0
OR52N3P	1	0	0	0	0	0
OR52N4	7	0	3	2	4	4
OR52P1	0	0	0	0	0	0
OR52T1P	0	3	4	9	5	5
OR52V1P	1	0	0	0	0	0
OR56A3	0	1	2	3	4	1
OR56A4	0	4	6	8	5	5
OR56B1	1	1	0	0	1	1
OR56B2P	3	1	1	0	3	2
OR5A1	1	9	2	6	3	5
OR5AM1P	1	7	4	5	1	2
OR5AN1	0	0	3	1	2	1
OR5AU1	2	20	4	4	6	5
OR5H14	0	2	2	2	1	1
OR5K1	0	1	0	3	5	3
OR6C4	0	5	1	0	5	2
OR6C72P	0	1	1	2	2	0
OR6N2	0	0	1	4	2	0
OR7A17	3	17	6	18	9	18
OR7A19P	1	2	0	2	1	1
OR7C1	19	134	35	57	45	61
OR7D2	4	34	18	34	17	19
OR7D4	13	56	35	52	59	50
OR7E101P	1	14	5	10	7	11
OR7E104P	0	7	3	0	2	4
OR7E109P	1	6	6	8	6	7
OR7E126P	2	11	2	8	3	8
OR7E12P	5	18	10	22	9	15
OR7E13P	0	6	1	5	6	3
OR7E156P	1	2	2	2	1	2
OR7E158P	0	0	3	3	0	1
OR7E162P	3	9	2	2	5	2
OR7E21P	1	27	10	13	13	21
OR7E24	0	6	6	4	1	2
OR7E26P	0	6	0	3	0	0
OR7E28P	1	2	2	0	5	2
OR7E29P	1	0	2	3	0	0
OR7E31P	2	2	0	3	4	5
OR7E33P	0	2	6	4	6	5
OR7E35P	4	25	3	6	5	12
OR7E38P	18	2	0	7	6	5
OR7E41P	0	1	1	2	3	4
OR7E43P	1	7	0	0	0	1
OR7E46P	5	0	3	11	3	10
OR7E47P	0	0	1	4	0	1
OR7E53P	3	3	6	7	8	7
OR7E55P	2	12	3	5	3	5
OR7E59P	2	9	4	3	1	1
OR7E66P	1	7	2	4	3	5
OR7E7P	0	0	0	0	0	0
OR7E84P	0	0	0	0	4	4
OR7E94P	2	14	5	11	8	6
OR7G2	15	123	52	77	58	60
OR7K1P	2	2	3	2	1	4
OR7M1P	0	0	2	0	0	0
OR8A1	3	23	11	8	9	12
OR8B1P	1	0	0	5	1	3
OR8B5P	0	14	4	4	8	7
OR8B6P	1	14	5	7	10	3
OR8B7P	4	18	10	15	16	19
OR8D1	6	12	17	32	23	24
OR8J3	0	2	0	2	2	3
OR9G1	0	3	1	3	2	8
OR9H1P	4	18	1	10	12	11
ORAI1	171	14	59	4	50	33
ORAI2	2023	537	768	216	897	472
ORAI3	221	84	112	57	114	93
ORC1	17	2	65	1	28	6
ORC2	156	51	221	45	120	78
ORC3	69	5	87	17	45	25
ORC4	104	11	116	15	63	34
ORC5	43	4	53	4	34	18
ORC6	5	5	99	2	35	2
ORM1	0	0	0	0	0	0
ORMDL1	228	69	216	51	154	110
ORMDL2	89	13	83	18	19	23
ORMDL3	277	37	238	27	129	76
OS9	539	49	934	53	298	201
OSBP	187	14	220	24	161	91
OSBP2	1	2	33	2	4	2
OSBPL10	486	51	75	16	152	89
OSBPL10-AS1	2	14	2	8	4	6
OSBPL11	211	26	140	38	129	81
OSBPL1A	0	0	133	1	2	1
OSBPL2	181	72	264	43	93	76
OSBPL3	595	55	309	84	160	140
OSBPL5	3	0	55	0	2	3
OSBPL6	4	94	130	37	36	24
OSBPL7	40	8	26	6	21	22
OSBPL8	270	16	458	69	335	238
OSBPL9	332	17	276	44	198	129
OSCAR	5	0	22	6	1	0
OSCP1	0	0	5	0	2	1
OSER1	184	36	221	40	145	107
OSER1-DT	75	74	63	52	43	58
OSGEP	109	38	85	31	56	43
OSGEPL1	34	1	48	4	17	6
OSGEPL1-AS1	2	3	1	0	2	2
OSGIN1	2	0	7	0	7	2
OSGIN2	174	13	216	48	88	89
OSM	1	2	29	5	4	0
OSMR	0	3	557	7	2	4
OSMR-DT	0	5	4	1	5	5
OSR1	1	10	5	10	8	2
OSR2	0	0	4	0	0	0
OST4	268	49	324	35	130	88
OSTC	204	29	348	15	88	55
OSTF1	328	28	218	29	164	81
OSTM1	169	49	214	52	93	85
OSTN-AS1	0	0	3	3	0	0
OTOA	0	0	1	0	0	0
OTOAP1	0	1	0	0	0	1
OTOF	0	0	1	1	0	0
OTP	0	2	5	4	10	2
OTUB1	250	41	207	20	94	52
OTUB2	0	1	8	0	1	0
OTUD1	194	36	99	24	61	48
OTUD3	116	52	170	32	101	48
OTUD4	440	29	231	30	225	127
OTUD4P1	6	2	2	0	0	0
OTUD5	446	45	220	28	170	95
OTUD6B	73	10	68	9	65	26
OTUD6B-AS1	173	17	136	24	93	69
OTUD7A	1	9	4	4	2	4
OTUD7B	39	116	203	48	77	70
OTULIN	421	80	237	68	239	137
OTULIN-DT	2	1	3	1	2	2
OTULINL	7	4	60	9	7	10
OTX1	0	0	5	1	0	0
OTX2	0	3	1	10	9	6
OTX2-AS1	9	29	9	23	11	19
OVCA2	93	14	87	10	19	11
OVCH1-AS1	1	10	8	6	4	13
OVGP1	33	1	12	3	15	8
OVOL1	3	1	0	0	2	2
OXA1L	351	27	310	59	239	112
OXA1L-DT	1	0	0	0	3	0
OXCT1	104	9	125	14	59	22
OXCT2	9	1	2	0	4	0
OXCT2P1	0	0	3	3	0	0
OXER1	8	0	0	1	2	1
OXLD1	43	1	33	11	14	7
OXNAD1	33	4	51	5	21	14
OXR1	209	23	173	53	141	96
OXR1-AS1	2	0	0	2	0	0
OXSM	48	6	35	11	18	14
OXSR1	256	38	412	36	167	128
OXT	3	0	0	0	0	0
OXTR	5	3	4	3	4	0
P2RX1	5	1	3	0	3	3
P2RX4	34	4	119	14	21	16
P2RX5	391	59	93	15	140	53
P2RX5-TAX1BP3	42	92	50	34	32	29
P2RX6	2	0	1	0	3	1
P2RX7	33	12	54	10	14	4
P2RY1	0	1	28	3	1	2
P2RY10	402	39	67	55	195	166
P2RY11	14	1	15	2	13	2
P2RY12	0	0	0	0	0	0
P2RY13	3	12	6	7	3	5
P2RY14	1	0	2	1	0	1
P2RY2	3	14	19	10	10	3
P2RY4	1	0	1	0	2	0
P2RY6	28	103	58	69	57	47
P2RY8	609	54	269	81	239	109
P3H1	49	8	163	11	35	23
P3H2	0	0	35	0	1	0
P3H3	6	3	108	0	1	0
P3H4	2	1	123	2	0	2
P4HA1	172	27	969	45	93	60
P4HA2	3	4	1703	8	3	7
P4HA3	0	0	16	0	0	0
P4HA3-AS1	1	12	6	8	8	3
P4HB	383	34	2698	66	185	117
P4HTM	50	5	29	5	27	12
PA2G4	484	56	914	44	603	210
PA2G4P1	0	1	0	0	0	0
PA2G4P4	1	0	6	0	1	2
PAAF1	42	50	78	34	70	44
PABIR1	110	14	50	21	57	52
PABIR2	269	34	218	28	268	174
PABIR3	14	6	8	5	25	19
PABPC1	6487	548	5098	671	4025	1911
PABPC1L	37	4	42	4	29	15
PABPC1P4	0	1	0	0	2	2
PABPC4	717	93	857	57	299	135
PABPC4L	0	0	4	3	0	0
PABPN1	1432	163	773	111	551	236
PABPN1L	1	1	3	0	0	0
PACC1	55	5	62	8	17	9
PACERR	0	0	8	1	1	0
PACRG-AS1	2	38	9	7	18	23
PACRG-AS3	0	7	0	6	13	8
PACRGL	36	24	44	16	32	21
PACS1	311	33	297	26	190	125
PACS2	85	39	114	29	103	57
PACSIN1	19	0	18	2	3	1
PACSIN2	261	25	301	11	150	78
PACSIN3	4	0	79	0	5	0
PADI2	2	18	9	14	7	10
PADI4	1	5	5	2	3	1
PAF1	325	37	277	29	144	71
PAFAH1B1	828	56	630	61	208	142
PAFAH1B2	412	69	529	71	260	140
PAFAH1B2P2	6	33	24	40	35	29
PAFAH1B3	44	8	75	6	28	15
PAFAH2	53	8	55	6	18	22
PAG1	3	0	231	49	51	35
PAGE2B	0	0	1	0	2	0
PAGR1	123	48	122	50	82	36
PAICS	405	85	726	42	464	126
PAIP1	276	24	444	35	124	75
PAIP1P1	0	0	1	0	0	1
PAIP1P2	1	1	0	0	0	0
PAIP2	407	42	357	55	337	191
PAIP2B	72	34	45	19	69	65
PAK1	175	11	306	13	75	49
PAK1IP1	111	7	152	7	61	19
PAK2	718	58	581	65	354	193
PAK3	3	3	6	6	6	6
PAK4	44	77	115	23	53	47
PAK6	0	0	0	1	1	0
PALB2	151	77	102	33	96	71
PALD1	36	2	20	2	19	2
PALLD	1	0	90	5	10	8
PALM	0	0	0	0	1	0
PALM2AKAP2	397	44	1749	66	391	216
PALM3	1	0	3	2	3	2
PALS1	99	12	91	12	53	25
PALS2	102	15	131	26	111	54
PAM	9	0	729	5	38	32
PAM16	29	4	20	0	10	5
PAMR1	0	0	44	0	0	0
PAN2	293	18	140	25	109	99
PAN3	466	25	108	67	236	158
PAN3-AS1	7	1	2	8	8	3
PANK1	4	0	12	4	7	2
PANK2	267	60	218	24	110	52
PANK2-AS1	11	3	9	5	6	6
PANK3	467	30	285	50	346	243
PANK4	74	0	54	8	26	12
PANO1	2	1	2	1	2	1
PANTR1	5	20	17	19	12	13
PANX1	61	6	334	5	33	19
PANX2	10	1	31	1	3	1
PAOX	16	3	16	0	12	10
PAPLN	18	37	64	28	31	23
PAPLN-AS1	11	0	10	4	11	9
PAPOLA	761	110	845	129	578	380
PAPOLA-DT	1	2	3	0	3	0
PAPOLG	137	88	80	43	111	58
PAPPA	0	1	197	1	0	3
PAPPA-AS1	3	15	8	14	17	10
PAPPA2	1	2	1	1	1	3
PAPSS1	220	15	263	22	110	80
PAPSS2	1	0	486	11	0	2
PAQR3	49	4	131	9	28	27
PAQR4	2	1	137	2	10	5
PAQR5	0	1	146	3	5	0
PAQR6	1	1	2	1	5	3
PAQR7	38	27	86	17	30	18
PAQR8	44	8	53	9	37	29
PAQR9	2	19	11	19	10	14
PARAIL	65	14	60	22	41	24
PARD3	0	1	125	0	1	0
PARD3B	0	2	28	1	1	0
PARD6A	29	1	8	3	14	9
PARD6B	51	85	63	69	61	54
PARD6G	1	3	50	2	2	1
PARD6G-AS1	12	58	22	21	8	11
PARG	111	17	143	11	82	53
PARGP1	2	0	6	0	5	0
PARK7	378	29	739	49	317	87
PARK7P1	0	0	0	0	1	0
PARL	150	31	151	12	83	43
PARLP2	0	1	1	0	0	1
PARM1	125	24	17	16	16	20
PARN	232	46	279	28	136	90
PARP1	882	112	942	98	744	279
PARP10	157	11	119	21	82	55
PARP11	116	39	67	23	62	46
PARP12	200	17	85	20	71	55
PARP14	999	91	362	134	602	335
PARP15	2272	87	231	113	408	244
PARP16	37	4	41	9	21	21
PARP2	104	5	294	12	70	30
PARP3	45	3	95	7	41	27
PARP4	316	19	242	42	229	150
PARP6	138	15	126	18	89	67
PARP8	128	20	94	23	121	97
PARP9	450	30	357	81	245	149
PARPBP	7	0	80	0	10	2
PARS2	3	0	9	3	10	5
PARTICL	10	2	11	4	7	2
PARVA	0	1	131	0	1	2
PARVB	283	216	153	72	162	88
PARVG	391	34	100	31	130	77
PASK	255	24	143	25	53	36
PATJ	140	26	66	16	69	42
PATJ-DT	3	0	0	0	0	0
PATL1	348	17	429	43	244	112
PATL2	49	6	18	7	60	28
PATZ1	213	21	70	13	58	24
PAUPAR	0	12	1	3	3	1
PAWR	290	52	115	30	144	97
PAX1	1	14	7	26	9	7
PAX2	0	0	2	0	1	0
PAX3	1	11	8	11	6	7
PAX5	1100	108	475	139	939	423
PAX6	4	23	45	29	25	22
PAX8	10	0	17	0	1	1
PAX8-AS1	256	17	466	27	8	4
PAX9	2	8	4	1	6	4
PAXBP1	187	16	170	25	93	86
PAXBP1-AS1	6	8	8	6	10	10
PAXIP1	78	9	80	15	62	28
PAXIP1-AS2	86	5	36	12	77	39
PAXIP1-DT	79	6	37	11	62	32
PAXX	24	5	56	4	18	9
PBDC1	234	27	139	13	102	36
PBK	0	0	280	1	7	2
PBLD	14	1	6	3	5	14
PBRM1	215	35	194	21	119	83
PBX1	4	11	22	18	12	8
PBX2	279	33	284	35	137	112
PBX2P1	0	0	1	0	0	0
PBX3	69	8	373	9	22	17
PBX3-DT	0	0	0	0	1	0
PBX4	2	1	22	3	1	1
PBXIP1	526	76	240	47	163	110
PC	0	1	14	2	9	4
PCA3	4	15	7	11	6	7
PCAT1	7	65	40	49	37	46
PCAT14	1	1	2	2	3	0
PCAT5	0	2	0	2	0	0
PCAT6	3	1	3	0	4	1
PCAT7	1	13	6	4	6	5
PCBD1	22	3	89	4	18	2
PCBD2	76	127	82	70	102	83
PCBP1	1048	80	726	111	632	297
PCBP1-AS1	137	146	94	68	95	75
PCBP2	1270	150	1372	134	789	409
PCBP2-OT1	1	0	1	1	0	1
PCBP2P2	0	0	2	0	2	1
PCBP3	0	1	32	1	5	1
PCBP4	81	8	140	6	12	20
PCCA	54	4	75	9	22	11
PCCA-DT	11	11	26	4	6	5
PCCB	62	3	57	4	39	14
PCDH1	0	0	2	0	1	0
PCDH10	0	12	15	8	8	3
PCDH10-DT	5	31	11	24	20	11
PCDH11X	0	2	1	4	2	1
PCDH11Y	0	0	0	1	0	0
PCDH15	0	4	1	4	9	7
PCDH7	3	10	12	8	7	3
PCDH8P1	1	1	2	3	7	3
PCDH9	6	22	21	27	21	23
PCDHA10	8	52	15	25	16	16
PCDHA4	7	47	33	69	57	53
PCDHA5	6	19	10	12	17	18
PCDHA9	3	24	18	31	22	20
PCDHAC1	1	3	2	0	2	2
PCDHAC2	0	0	12	0	0	0
PCDHB1	7	55	18	40	35	37
PCDHB10	0	0	2	0	0	0
PCDHB11	11	92	37	44	57	48
PCDHB13	2	37	5	10	11	10
PCDHB14	5	24	12	11	10	11
PCDHB15	0	0	0	3	2	1
PCDHB16	4	34	10	12	10	10
PCDHB2	1	37	9	18	18	28
PCDHB9	11	55	16	25	30	22
PCDHGA1	1	0	3	0	1	2
PCDHGA10	0	12	14	18	7	9
PCDHGA11	2	0	1	0	0	0
PCDHGA12	1	0	1	0	0	0
PCDHGA2	0	0	0	1	0	0
PCDHGA3	0	0	0	0	3	1
PCDHGA4	0	0	0	0	4	2
PCDHGA5	0	1	1	0	11	2
PCDHGA6	16	28	8	15	26	12
PCDHGA7	3	1	1	0	6	2
PCDHGA8	6	0	0	0	9	5
PCDHGA9	3	8	4	8	8	8
PCDHGB1	0	0	0	0	2	2
PCDHGB2	0	2	13	0	10	8
PCDHGB3	9	0	7	0	18	2
PCDHGB4	1	22	10	13	9	13
PCDHGB5	0	0	35	0	0	2
PCDHGB6	4	22	5	9	15	15
PCDHGB7	7	0	25	0	0	0
PCDHGB8P	5	29	7	8	17	15
PCDHGB9P	0	0	1	0	0	0
PCDHGC3	7	3	98	1	0	3
PCDHGC4	2	0	0	0	0	0
PCDHGC5	2	3	1	0	0	0
PCED1A	117	17	74	9	64	30
PCED1B	116	17	35	5	32	15
PCED1B-AS1	388	71	99	34	66	35
PCF11	578	84	320	92	373	271
PCF11-AS1	14	0	3	0	3	3
PCGF1	22	1	25	2	11	4
PCGF2	5	24	79	16	17	9
PCGF3	542	58	240	31	173	116
PCGF3-AS1	47	4	25	6	20	20
PCGF5	403	33	281	49	201	158
PCGF6	29	8	102	6	25	10
PCID2	142	18	147	18	73	41
PCIF1	129	7	60	9	68	39
PCK2	138	14	62	3	111	49
PCLAF	0	1	227	3	20	4
PCLO	0	2	19	1	0	0
PCM1	643	71	457	67	490	319
PCMT1	208	27	306	12	92	71
PCMTD1	488	86	214	95	229	209
PCMTD1-DT	22	50	25	31	42	29
PCMTD2	406	32	213	41	167	162
PCNA	162	29	597	42	286	73
PCNP	680	79	639	86	293	204
PCNPP1	2	1	0	0	2	0
PCNT	127	14	371	20	83	43
PCNX1	277	20	370	40	183	157
PCNX2	52	22	64	13	67	43
PCNX3	278	45	149	17	104	42
PCNX4	210	74	295	33	143	100
PCOLCE	14	3	131	0	5	4
PCOLCE-AS1	2	0	0	0	0	0
PCOLCE2	0	0	30	0	0	0
PCOTH	0	0	0	0	0	0
PCP2	2	1	1	1	6	0
PCSK1	0	3	2	0	0	1
PCSK1N	0	0	2	0	1	1
PCSK2	5	10	12	12	8	7
PCSK4	1	0	2	0	8	2
PCSK5	2	12	35	25	15	19
PCSK6	0	0	8	1	3	1
PCSK6-AS1	1	10	1	3	2	2
PCSK7	196	36	132	29	130	60
PCTP	36	7	51	5	13	15
PCYOX1	139	38	358	20	50	42
PCYOX1L	31	11	26	7	40	16
PCYT1A	200	24	256	30	170	75
PCYT1B	3	36	26	21	22	26
PCYT2	51	8	40	2	14	5
PDAP1	358	36	425	40	267	122
PDC-AS1	2	2	3	0	6	2
PDCD1	54	0	4	3	13	0
PDCD10	109	9	137	9	68	38
PDCD11	168	16	298	9	193	75
PDCD1LG2	5	2	18	2	5	5
PDCD2	223	27	230	13	137	81
PDCD2L	25	2	24	1	5	5
PDCD4	4650	415	788	225	1897	1145
PDCD4-AS1	100	23	21	4	75	59
PDCD5	232	24	684	31	166	76
PDCD6	186	15	165	10	72	53
PDCD6-AHRR	3	0	0	0	0	0
PDCD6-DT	0	0	1	0	0	0
PDCD6IP	621	39	640	74	432	258
PDCD6IP-DT	11	35	40	19	18	21
PDCD6IPP1	0	0	0	0	0	0
PDCD6IPP2	0	0	0	0	0	0
PDCD7	197	29	197	14	102	52
PDCL	104	40	234	34	72	64
PDCL3	107	53	126	26	96	55
PDCL3P4	7	0	4	1	2	5
PDCL3P5	17	1	1	0	7	3
PDE10A	2	4	1	4	2	3
PDE11A	0	7	3	2	0	0
PDE12	164	140	185	66	158	79
PDE1A	0	1	1	0	2	0
PDE1B	30	2	18	3	7	3
PDE1C	0	1	1	0	1	1
PDE2A	0	0	8	0	2	0
PDE2A-AS2	7	0	4	3	2	0
PDE3A	4	28	13	19	9	12
PDE3B	14	0	97	32	34	29
PDE4A	54	19	82	19	40	26
PDE4B	795	60	260	84	291	185
PDE4C	1	2	1	1	2	3
PDE4D	9	22	98	53	39	49
PDE4DIP	146	58	1034	81	94	68
PDE4DIPP2	14	0	116	0	13	21
PDE4DIPP6	9	0	2	2	2	0
PDE5A	13	0	13	1	3	4
PDE6A	0	10	5	3	5	3
PDE6B	80	28	20	9	42	24
PDE6B-AS1	2	2	0	0	0	0
PDE6D	44	8	107	9	31	20
PDE6G	3	0	10	1	6	2
PDE7A	420	65	366	123	231	118
PDE7A-DT	0	0	0	0	0	0
PDE7B	21	20	13	13	16	15
PDE7B-AS1	1	0	22	1	0	1
PDE8A	64	5	172	15	87	55
PDE8B	0	2	0	3	3	1
PDE9A	2	0	3	0	2	0
PDF	53	31	28	24	28	7
PDGFA	5	11	63	19	7	19
PDGFA-DT	0	0	1	0	0	0
PDGFB	6	3	1	0	0	2
PDGFC	2	8	131	14	9	8
PDGFD	0	0	0	0	2	0
PDGFDDN	0	0	0	3	3	5
PDGFRA	6	43	83	35	17	26
PDGFRB	1	0	28	1	12	3
PDGFRL	0	0	4	0	0	0
PDHA1	193	19	252	14	124	53
PDHB	174	14	218	11	63	41
PDHX	63	7	75	9	52	32
PDIA2	0	0	0	0	0	0
PDIA3	946	95	2523	123	622	353
PDIA3P1	15	1	12	6	4	8
PDIA4	221	52	686	56	181	92
PDIA5	5	0	111	1	14	3
PDIA6	474	41	1618	45	341	187
PDIK1L	67	23	34	30	54	40
PDK1	98	53	282	60	74	56
PDK2	36	3	36	3	21	8
PDK3	206	36	137	54	170	97
PDK4	28	7	30	9	25	18
PDK4-AS1	7	24	10	29	14	21
PDLIM1	351	42	368	22	191	95
PDLIM1P4	1	7	5	2	3	13
PDLIM2	107	43	154	12	56	36
PDLIM3	1	2	12	0	16	1
PDLIM4	0	0	138	1	0	0
PDLIM5	295	43	202	14	79	38
PDLIM7	87	8	231	7	26	13
PDP1	105	20	305	49	73	58
PDP2	83	27	119	22	61	29
PDPK1	282	26	193	30	167	95
PDPN	4	23	165	24	34	33
PDPR	330	45	339	44	275	168
PDPR2P	53	15	62	11	57	33
PDRG1	59	8	103	8	38	21
PDS5A	975	88	570	77	444	239
PDS5B	272	64	197	83	196	147
PDSS1	9	0	11	2	12	1
PDSS2	66	4	88	15	42	20
PDXDC1	395	52	514	101	280	214
PDXDC2P	0	0	0	0	0	0
PDXDC2P-NPIPB14P	127	14	118	33	95	57
PDXK	201	82	387	60	128	87
PDXP	112	12	71	7	27	18
PDZD11	34	6	82	2	23	14
PDZD2	1	2	5	0	0	0
PDZD4	0	0	17	2	3	0
PDZD7	4	1	4	0	0	0
PDZD8	104	39	300	14	135	55
PDZK1	0	1	0	0	1	0
PDZK1IP1	0	0	0	0	0	0
PDZRN3	0	0	49	0	0	0
PDZRN3-AS1	0	1	4	4	0	1
PEA15	464	25	846	35	203	106
PEAK1	378	30	260	61	208	125
PEAK3	6	21	15	12	18	13
PEAR1	0	0	20	0	0	0
PEBP1	522	53	406	39	237	130
PEBP4	0	0	0	0	0	0
PECAM1	294	50	142	57	384	314
PECR	28	4	51	4	17	8
PEDS1	107	168	264	70	111	97
PEDS1-UBE2V1	0	0	0	0	0	0
PEF1	132	13	122	14	66	40
PEF1-AS1	2	12	8	11	10	12
PEG10	2	0	67	1	45	23
PEG13	12	76	59	49	31	26
PEG3	2	15	36	23	16	24
PELATON	3	2	37	19	1	6
PELI1	446	23	159	42	189	127
PELI2	108	86	81	66	88	79
PELI3	23	3	21	3	17	12
PELO	47	3	146	9	36	34
PELP1	301	127	224	20	87	46
PEMT	22	1	38	0	6	2
PENK	0	0	20	0	0	0
PEPD	250	15	173	21	120	53
PER1	73	5	106	8	57	30
PER2	37	21	66	21	75	33
PER3	4	18	77	18	41	53
PERCC1	0	0	0	0	0	0
PERP	1	7	290	6	7	4
PERPP2	0	0	2	1	1	0
PERPP3	2	0	0	1	0	0
PES1	383	64	337	10	188	74
PET100	193	68	230	13	62	45
PET100P1	1	0	1	0	2	0
PET117	53	6	55	5	31	16
PEX1	125	17	94	22	81	68
PEX10	42	6	48	6	36	25
PEX11A	16	5	30	0	8	3
PEX11B	136	11	77	20	60	51
PEX11G	0	0	3	0	1	0
PEX12	36	5	20	3	13	11
PEX13	122	32	179	35	92	56
PEX14	56	4	55	5	26	9
PEX16	85	8	51	5	47	41
PEX19	255	24	301	20	95	67
PEX2	193	63	187	59	124	77
PEX26	367	340	296	114	314	174
PEX3	48	4	67	2	48	15
PEX5	137	7	139	8	67	40
PEX5L	0	1	2	11	5	4
PEX6	44	7	96	7	37	17
PEX7	18	2	29	2	7	5
PF4	4	0	0	0	0	0
PF4V1	0	0	0	0	0	0
PFAS	72	54	86	21	64	14
PFDN1	138	12	339	22	85	41
PFDN2	190	22	637	23	71	28
PFDN4	114	13	392	8	44	32
PFDN5	1160	203	845	78	356	232
PFDN6	224	22	183	12	95	26
PFKFB1	3	0	2	0	0	1
PFKFB2	98	32	56	33	103	53
PFKFB3	382	24	298	28	97	53
PFKFB4	2	2	159	4	3	3
PFKL	591	32	424	33	279	97
PFKM	205	17	332	18	171	72
PFKP	183	7	442	13	154	43
PFKP-DT	1	0	1	2	0	1
PFN1	2830	402	2966	164	680	300
PFN1P2	1	0	0	0	1	0
PFN2	26	6	456	5	4	10
PFN4	1	0	3	1	0	0
PGAM1	418	26	2037	47	318	148
PGAM1P7	1	0	2	0	1	0
PGAM2	1	0	0	0	2	0
PGAM5	181	27	224	28	134	55
PGAP1	12	6	85	9	12	5
PGAP2	31	3	46	8	19	12
PGAP3	71	3	26	3	25	12
PGAP4	0	1	119	3	2	0
PGAP6	134	10	178	13	57	29
PGBD1	40	3	57	5	8	6
PGBD2	66	8	24	7	17	10
PGBD4	61	10	43	8	23	16
PGBD5	0	0	10	1	1	1
PGD	228	46	628	112	237	145
PGF	1	0	31	1	0	1
PGGHG	495	47	170	51	196	118
PGGT1B	234	37	96	44	134	98
PGK1	893	85	3149	142	631	296
PGLS	89	15	78	5	94	55
PGLS-DT	13	27	19	15	19	17
PGLYRP1	0	0	0	0	0	0
PGLYRP2	0	0	0	0	0	0
PGLYRP3	1	11	5	4	1	2
PGM1	85	7	166	4	50	15
PGM2	86	6	245	15	50	27
PGM2L1	115	18	93	10	26	29
PGM3	72	8	295	11	49	35
PGM5	2	13	12	16	5	6
PGM5-AS1	1	10	4	4	12	5
PGM5P2	14	6	9	1	9	6
PGP	51	6	77	9	21	14
PGPEP1	287	95	259	64	152	98
PGR	0	0	14	0	0	2
PGRMC1	80	8	229	16	40	24
PGRMC2	199	26	223	30	104	67
PGS1	84	4	88	10	36	20
PHACTR1	618	79	249	75	371	196
PHACTR2	46	21	93	41	58	69
PHACTR3	4	8	12	16	5	12
PHACTR4	251	86	210	35	145	63
PHAF1	44	7	53	3	30	15
PHAX	449	85	354	25	146	78
PHB1	315	44	376	23	214	81
PHB2	504	38	488	40	331	140
PHC1	218	10	134	15	128	72
PHC1P1	12	0	17	3	13	5
PHC2	109	11	303	17	54	34
PHC3	569	89	339	123	438	320
PHETA1	34	8	24	4	13	5
PHETA2	12	3	39	0	9	3
PHEX	17	0	21	5	4	1
PHF1	379	35	239	19	126	98
PHF10	302	30	155	29	132	85
PHF10P2	0	0	1	0	1	0
PHF11	92	12	66	24	95	71
PHF12	207	14	161	33	190	95
PHF13	88	9	145	4	54	29
