gene_name	S1_control	S1_t	S2_control	S2_t	S3_control	S3_t
GPR35	7	28	27	14	27	23
GPR37L1	4	31	12	18	13	16
GPR39	1	0	17	0	0	0
GPR4	0	2	39	3	2	2
GPR52	0	3	0	1	1	1
GPR55	0	0	5	1	4	3
GPR63	2	11	29	22	14	11
GPR65	76	36	55	22	59	43
GPR68	4	0	50	3	6	4
GPR75	12	0	7	1	10	4
GPR78	1	6	2	1	2	2
GPR82	1	2	2	2	1	0
GPR83	3	31	5	10	19	11
GPR84	0	0	8	4	2	2
GPR84-AS1	7	43	16	16	14	13
GPR85	0	2	4	0	2	0
GPR89A	55	7	65	10	34	21
GPR89B	35	10	19	2	17	15
GPR89P	0	2	0	4	1	0
GPRACR	7	52	12	10	17	18
GPRASP1	286	22	42	13	71	45
GPRASP2	3	0	63	1	5	4
GPRASP3	9	19	23	10	11	16
GPRC5A	17	71	205	15	40	27
GPRC5B	2	25	36	17	24	23
GPRC5C	6	2	11	2	0	0
GPRC5D-AS1	0	1	2	1	7	4
GPRIN1	4	1	64	0	5	4
GPRIN2	0	3	1	0	1	1
GPRIN3	1132	66	68	30	52	35
GPS1	132	21	160	10	51	26
GPS2	172	56	106	7	58	31
GPSM1	3	0	85	1	5	0
GPSM2	6	4	222	8	10	13
GPSM3	350	79	87	30	87	56
GPT2	107	7	49	6	61	26
GPX1	319	54	476	73	88	54
GPX1P1	3	0	1	0	0	0
GPX3	0	0	6	4	2	1
GPX4	661	142	728	82	200	115
GPX7	106	7	43	6	23	8
GPX8	0	2	241	0	2	3
GRAMD1A	111	12	196	17	102	55
GRAMD1B	4	2	42	4	8	2
GRAMD1C	12	3	44	11	34	39
GRAMD2A	5	8	10	16	15	13
GRAMD2B	23	10	19	6	14	15
GRAMD4	432	56	86	25	70	42
GRAMD4P3	5	51	10	21	15	17
GRAP	514	88	73	36	91	48
GRAP2	4	2	15	10	11	12
GRAPL	68	8	36	12	31	9
GRASLND	0	1	0	0	1	1
GRB10	0	1	130	0	3	1
GRB14	0	0	12	0	1	2
GRB2	1891	241	872	154	1021	445
GRB7	10	3	0	0	0	0
GREB1	4	55	39	12	15	16
GREB1L	0	0	25	1	0	0
GREB1L-DT	3	15	2	6	6	1
GREM1	1	11	8477	9	7	16
GREM1-AS1	0	0	5	0	0	0
GREM2	0	0	8	0	1	0
GRHL1	0	8	5	5	4	1
GRHL2	3	10	8	17	8	4
GRHPR	180	32	173	16	82	56
GRIA1	1	1	2	2	3	0
GRIA3	0	3	5	3	3	1
GRIA4	12	39	16	56	34	23
GRID1	3	11	22	11	13	17
GRID2IP	2	0	1	0	2	1
GRIK1-AS1	11	53	32	17	17	22
GRIK2	4	13	12	9	9	12
GRIK3	193	13	24	2	0	1
GRIK4	0	1	1	1	1	0
GRIK5	2	0	0	0	0	0
GRIN2A	7	17	22	33	26	23
GRIN2B	11	52	38	33	44	42
GRIN2D	0	0	14	0	1	1
GRIN3B	0	0	0	0	0	0
GRINA	392	49	506	76	137	79
GRIP1	0	2	0	1	1	0
GRIPAP1	276	39	175	26	152	74
GRK2	1055	83	449	63	415	202
GRK3	675	99	338	97	477	284
GRK3-AS1	0	6	4	4	2	1
GRK4	9	0	19	1	7	2
GRK5	59	51	127	21	63	44
GRK6	176	10	145	20	94	43
GRK7	1	0	1	3	1	1
GRM2	0	0	7	0	1	1
GRM3-AS1	0	3	0	0	0	0
GRM4	0	0	1	0	0	0
GRM5	2	14	11	12	11	15
GRM5-AS1	0	0	4	1	1	0
GRM6	0	2	1	2	1	2
GRN	2113	111	1323	182	1035	683
GRPEL1	122	14	244	17	84	32
GRPEL2	74	64	176	91	86	86
GRPR	0	0	1	0	0	0
GRSF1	671	122	581	79	284	142
GRWD1	126	29	144	23	108	53
GS1-600G8.3	2	4	0	2	1	1
GSAP	203	13	41	26	109	61
GSC	0	0	8	0	0	0
GSDMA	8	53	16	21	23	14
GSDMB	46	3	52	8	30	23
GSDMC	17	66	50	43	17	30
GSDMD	225	21	167	19	121	58
GSDME	68	7	425	19	12	5
GSE1	232	16	104	16	143	63
GSEC	2	0	1	0	1	0
GSK3A	127	12	180	10	62	39
GSK3B	251	25	243	39	137	77
GSK3B-DT	13	11	16	6	11	5
GSKIP	74	8	80	11	47	31
GSN	598	65	285	16	46	25
GSN-AS1	0	4	3	0	3	2
GSPT1	518	64	765	56	426	228
GSPT2	82	12	72	15	26	15
GSR	416	88	291	69	295	149
GSS	93	12	241	7	34	14
GSTA4	0	0	7	2	4	4
GSTCD	55	39	82	9	32	21
GSTK1	216	28	173	34	115	84
GSTM1	38	6	16	4	12	4
GSTM2	29	0	31	8	13	6
GSTM3	0	0	80	2	3	1
GSTM4	39	2	34	5	14	13
GSTO1	195	35	1808	40	105	63
GSTO2	5	22	5	18	22	9
GSTP1	1174	240	707	99	369	220
GSTT2B	1	0	34	0	0	0
GSTZ1	25	10	7	2	14	4
GTDC1	214	65	93	42	65	46
GTF2A1	212	33	217	37	119	75
GTF2A1-AS1	4	1	3	1	2	3
GTF2A2	126	12	135	24	71	26
GTF2B	143	17	85	12	55	49
GTF2E1	103	15	113	22	69	26
GTF2E2	119	16	131	9	62	26
GTF2F1	314	35	503	25	232	103
GTF2F2	146	13	192	8	55	26
GTF2H1	213	19	178	23	104	70
GTF2H2	69	1	55	6	50	15
GTF2H2B	33	0	15	0	0	11
GTF2H2C	193	108	233	35	161	88
GTF2H3	214	32	299	30	155	76
GTF2H4	56	2	66	4	38	11
GTF2H5	120	38	79	14	48	32
GTF2I	485	21	450	36	351	165
GTF2I-AS1	1	1	1	1	0	1
GTF2IP1	406	59	57	45	127	94
GTF2IP4	237	15	149	36	106	100
GTF2IRD1	3	1	69	0	12	10
GTF2IRD1P1	0	1	0	1	1	0
GTF2IRD2	22	5	12	18	10	22
GTF2IRD2B	76	51	36	16	48	31
GTF3A	827	62	364	62	367	146
GTF3C1	167	13	344	10	109	54
GTF3C2	137	10	110	9	96	55
GTF3C2-AS2	24	3	23	9	23	13
GTF3C3	100	4	194	13	95	39
GTF3C4	138	22	255	23	148	70
GTF3C5	119	22	219	13	77	36
GTF3C6	140	24	129	12	71	27
GTPBP1	316	43	232	24	193	89
GTPBP10	137	20	100	17	86	61
GTPBP2	148	11	203	10	86	51
GTPBP3	146	22	133	14	80	34
GTPBP4	371	45	276	24	260	107
GTPBP6	282	47	109	17	82	33
GTPBP8	56	6	57	3	18	10
GTSCR1	11	35	17	19	4	9
GTSE1	3	0	293	3	8	1
GTSE1-DT	1	1	1	0	2	1
GTSF1	3	3	13	4	14	3
GTSF1L	2	0	0	1	0	0
GUCA1B	17	3	10	1	6	2
GUCD1	384	62	374	52	259	145
GUCY1A1	0	3	0	2	0	2
GUCY1A2	0	1	69	2	0	2
GUCY1B1	0	1	39	1	0	1
GUCY1B2	0	0	0	0	0	0
GUCY2C	5	0	0	1	3	6
GUCY2C-AS1	2	5	0	1	1	3
GUCY2GP	0	2	1	2	2	2
GUF1	148	24	140	17	158	65
GUK1	199	42	188	15	89	50
GULP1	0	0	41	0	0	1
GUSB	97	17	83	22	65	23
GUSBP1	53	64	71	43	58	46
GUSBP11	405	50	134	24	183	112
GUSBP13	0	0	0	0	0	0
GUSBP14	0	0	0	0	0	0
GUSBP15	0	0	0	0	0	0
GUSBP3	68	20	12	2	13	9
GUSBP5	20	64	12	11	21	23
GUSBP9	0	0	0	0	0	0
GVINP1	0	0	0	0	0	0
GVQW3	26	10	27	11	18	21
GXYLT1	121	28	151	12	79	53
GXYLT2	11	29	61	18	6	12
GYG1	112	45	137	30	85	55
GYPC	195	37	249	14	36	27
GYPE	58	6	0	0	19	12
GYS1	101	16	111	9	47	22
GZF1	89	9	104	9	51	29
GZMA	1	0	18	6	1	3
GZMB	3	0	4	0	4	2
GZMH	1	0	4	0	1	0
GZMK	5	0	18	10	4	4
GZMM	0	1	4	1	1	0
H1-0	22	2	1862	32	55	26
H1-10	206	7	573	45	297	178
H1-10-AS1	2	2	4	1	1	0
H1-2	39	5	84	9	18	26
H1-3	1	0	0	0	1	1
H1-4	2	2	1	0	0	4
H1-5	0	0	0	0	0	1
H2AB1	0	0	0	0	0	0
H2AB2	0	0	0	0	0	0
H2AB3	0	0	0	0	0	0
H2AC11	4	71	7	14	22	18
H2AC12	0	0	0	0	1	0
H2AC13	0	0	1	0	0	0
H2AC14	0	0	0	0	0	0
H2AC15	0	0	16	0	6	3
H2AC16	0	2	0	0	0	0
H2AC17	0	0	0	0	0	0
H2AC18	18	1	0	3	9	13
H2AC19	0	0	28	0	0	0
H2AC20	0	0	2	0	0	0
H2AC21	0	0	0	0	0	0
H2AC25	0	0	7	1	1	0
H2AC4	0	0	0	0	0	0
H2AC6	9	2	24	5	13	16
H2AC7	0	0	2	0	1	0
H2AC8	1	0	3	1	3	7
H2AJ	20	9	80	4	14	8
H2AX	39	4	298	7	42	15
H2AZ1	1189	128	1866	73	402	185
H2AZ1-DT	0	1	2	0	1	2
H2AZ2	644	96	1104	86	294	188
H2BC10	0	0	0	0	0	1
H2BC11	2	5	13	16	8	12
H2BC12	35	23	53	11	33	34
H2BC14	0	0	0	0	0	0
H2BC15	3	1	0	0	4	10
H2BC17	0	0	1	0	0	0
H2BC18	0	0	2	0	1	0
H2BC19P	0	0	0	0	0	0
H2BC20P	0	0	0	0	0	0
H2BC21	6	1	20	3	6	3
H2BC26	11	67	42	59	41	32
H2BC3	0	0	0	1	3	3
H2BC4	1	0	5	0	0	0
H2BC5	5	4	12	2	12	18
H2BC6	4	0	6	2	4	4
H2BC6-AS1	1	9	5	7	5	6
H2BC7	0	0	1	0	0	0
H2BC8	0	1	3	0	2	1
H2BC9	0	0	1	0	0	0
H2BP1	0	1	3	0	0	0
H2BW3P	0	0	0	0	0	0
H3-3A	2053	158	1215	134	674	415
H3-3A-DT	2	1	2	2	2	2
H3-3B	2665	281	3277	232	1216	676
H3-5	4	0	2	1	4	1
H3-7	4	52	12	11	17	12
H3C1	0	0	0	0	0	0
H3C10	0	0	5	0	3	1
H3C11	0	0	1	0	1	0
H3C13	0	0	0	0	0	0
H3C4	0	0	1	0	1	1
H3C6	5	10	8	6	20	9
H3C7	0	0	0	0	0	0
H3P6	7	1	11	0	3	1
H3Y2	0	3	0	0	0	2
H4C11	0	0	2	0	0	0
H4C12	1	1	0	0	2	2
H4C14	0	2	0	0	2	3
H4C15	0	0	5	0	2	0
H4C16	0	0	0	0	2	0
H4C2	0	0	1	0	2	0
H4C3	2	0	1	0	4	2
H4C5	0	0	4	0	1	0
H4C8	0	0	1	0	2	0
H4C9	1	1	4	4	2	2
H6PD	258	48	289	27	247	112
HAAO	8	0	3	0	5	2
HABP4	70	7	159	8	46	34
HACD1	0	1	15	0	1	0
HACD2	175	17	230	23	121	87
HACD3	88	17	438	18	76	38
HACD4	59	19	27	12	11	7
HACE1	61	5	105	7	23	22
HACL1	114	9	88	8	53	34
HADH	124	11	171	8	88	42
HADHA	571	51	976	58	438	274
HADHB	266	25	356	25	116	72
HAGH	80	6	128	9	12	9
HAGHL	70	3	24	4	15	12
HAGLR	0	3	49	1	0	1
HAGLROS	0	0	6	0	0	0
HAL	12	10	10	7	13	8
HAMP	0	0	0	1	1	0
HAND1	1	6	2	6	9	7
HAND2	0	0	13	0	0	0
HAND2-AS1	0	9	2	4	3	2
HAP1	0	1	2	2	1	0
HAPLN2	0	0	0	0	0	0
HAPLN3	3	0	15	0	6	2
HAPLN4	6	27	16	16	11	11
HAPSTR1	239	72	234	50	157	119
HAR1A	0	0	4	0	1	0
HAR1B	1	0	2	0	4	1
HARBI1	19	5	14	2	4	6
HARS1	176	12	250	16	123	53
HARS2	170	19	152	10	70	53
HAS2	8	24	398	42	20	17
HAS2-AS1	1	16	12	5	5	4
HAS3	8	7	15	3	7	8
HASPIN	10	0	54	5	6	3
HAT1	191	15	390	24	115	55
HAUS1	146	17	125	10	36	23
HAUS2	195	45	341	27	116	68
HAUS3	237	79	178	46	145	87
HAUS4	80	6	134	11	37	15
HAUS5	95	66	151	26	97	57
HAUS6	137	11	201	21	105	43
HAUS6P3	0	0	0	0	0	1
HAUS7	39	0	50	0	46	12
HAUS8	68	43	90	22	37	20
HAVCR1	5	82	23	46	28	39
HAVCR2	4	14	30	21	9	9
HAX1	165	15	197	14	99	57
HBA1	0	0	0	0	0	0
HBA2	0	0	0	0	0	0
HBB	4	9	5	8	3	5
HBD	0	0	0	0	1	0
HBEGF	9	1	200	20	5	7
HBG2	0	1	0	0	0	0
HBP1	255	22	163	24	94	94
HBS1L	189	41	252	36	131	91
HCAR1	5	34	4	11	12	8
HCAR2	0	0	2	0	0	0
HCAR3	0	0	4	2	1	0
HCCS	113	7	149	9	51	31
HCCS-DT	2	12	21	14	18	13
HCFC1	294	34	327	50	310	138
HCFC1-AS1	1	0	0	0	3	2
HCFC1R1	40	9	125	4	16	14
HCFC2	44	22	58	27	53	45
HCG11	147	20	86	15	135	77
HCG14	2	7	2	6	5	12
HCG18	148	13	119	18	127	65
HCG20	8	33	4	6	14	14
HCG22	12	4	14	3	0	0
HCG24	0	0	0	0	0	0
HCG25	13	21	9	5	9	10
HCG27	10	1	5	0	9	4
HCG4	0	0	3	0	4	0
HCG4B	3	0	0	0	0	0
HCK	555	60	223	71	84	33
HCLS1	1100	89	433	103	520	226
HCN1	4	45	21	19	14	14
HCN2	12	0	10	0	2	0
HCN3	20	5	19	2	6	10
HCN4	2	13	5	7	142	6
HCP5	537	50	111	39	408	223
HCP5B	7	0	1	0	1	0
HCST	34	6	43	16	22	18
HDAC1	556	52	727	75	350	209
HDAC10	136	12	63	7	43	26
HDAC11	9	2	26	0	5	5
HDAC2	494	121	833	45	287	175
HDAC2-AS2	4	8	2	4	8	7
HDAC3	188	22	275	22	110	65
HDAC4	34	23	50	24	50	32
HDAC4-AS1	4	0	2	0	0	1
HDAC5	160	15	133	17	104	67
HDAC6	154	18	139	12	87	66
HDAC7	409	38	254	20	301	128
HDAC8	65	16	102	4	32	18
HDAC9	480	46	111	34	254	162
HDC	0	0	0	0	0	0
HDDC2	74	11	99	5	41	16
HDDC3	90	28	59	3	27	19
HDGF	588	68	1613	57	243	122
HDGFL2	155	19	308	10	109	42
HDGFL3	14	31	349	58	31	50
HDGFL3P1	0	11	5	2	3	9
HDHD2	125	7	47	8	26	18
HDHD3	163	43	42	6	10	7
HDHD5	118	9	58	6	27	9
HDLBP	365	22	2611	47	337	143
HDX	0	0	9	0	11	9
HEATR1	163	14	179	27	189	81
HEATR3	111	49	74	30	76	32
HEATR5A	66	6	90	11	44	29
HEATR5B	185	7	102	33	110	84
HEATR6	136	12	115	19	61	43
HEATR6-DT	7	8	11	4	3	5
HEATR9	0	0	0	0	0	0
HEBP1	27	2	120	4	25	10
HEBP2	152	33	184	13	118	96
HECA	501	108	225	52	274	227
HECTD1	441	45	522	48	319	179
HECTD2	20	4	50	1	8	11
HECTD3	133	9	121	10	98	55
HECTD4	149	11	211	18	155	68
HECW1	2	18	9	14	9	12
HECW2	2	4	45	6	5	7
HECW2-AS1	0	0	4	4	1	1
HEG1	16	2	408	11	86	30
HEIH	97	16	61	12	42	25
HELB	13	4	6	5	13	7
HELLPAR	122	597	365	587	435	490
HELLS	20	19	151	4	47	25
HELQ	154	9	51	9	51	29
HELT	2	17	4	8	9	3
HELZ	185	62	184	98	246	228
HELZ-AS1	0	0	1	1	2	1
HELZ2	166	3	427	18	76	49
HEMGN	0	0	3	1	1	0
HEMK1	162	205	156	106	198	140
HENMT1	59	16	45	6	31	17
HEPACAM	1	7	4	2	3	9
HEPFAL	0	0	3	1	6	3
HEPHL1	0	7	6	7	4	9
HERC1	246	22	209	36	272	161
HERC2	100	8	367	28	101	52
HERC2P10	4	0	3	0	0	0
HERC2P2	35	0	77	9	51	34
HERC2P3	37	197	88	49	15	17
HERC2P9	37	80	101	37	33	34
HERC3	137	12	104	21	65	46
HERC4	229	50	374	34	116	103
HERC5	234	36	126	16	65	48
HERC6	21	0	24	3	15	13
HERPUD1	1957	183	611	124	448	214
HERPUD2	244	34	196	44	150	118
HERPUD2-AS1	24	2	24	2	25	16
HES1	32	5	81	21	35	16
HES2	0	2	1	3	2	1
HES4	0	0	35	0	0	0
HES6	12	0	17	4	4	3
HES7	5	0	8	0	1	1
HESX1	2	0	2	2	3	1
HEXA	540	80	374	51	212	145
HEXA-AS1	1	11	1	2	5	5
HEXB	145	27	783	44	111	92
HEXD	140	14	24	7	25	8
HEXD-IT1	26	5	1	1	3	0
HEXIM1	305	29	347	57	131	105
HEXIM2	12	2	7	3	6	4
HEXIM2-AS1	62	15	7	2	11	12
HEY1	1	4	24	19	11	15
HEY2	7	7	2	4	58	2
HFE	35	23	56	21	49	13
HGD	2	0	0	0	1	0
HGF	0	4	1	4	5	11
HGH1	31	3	31	1	19	2
HGS	164	24	368	21	78	32
HGSNAT	78	1	90	16	86	49
HHAT	50	14	26	5	10	13
HHEX	242	24	85	20	81	51
HHIP	10	42	22	31	21	16
HHIPL1	0	0	31	0	0	0
HHIPL2	2	0	1	1	0	0
HHLA2	4	0	0	0	0	1
HIBADH	63	7	130	11	22	22
HIBCH	59	9	68	8	38	20
HIC1	7	35	42	19	9	6
HIC2	50	7	59	8	26	13
HID1	13	1	0	0	5	9
HID1-AS1	1	12	1	2	4	3
HIF1A	1528	73	959	232	484	381
HIF1A-AS3	8	8	16	6	3	7
HIF1AN	324	76	372	37	243	147
HIF3A	6	70	23	25	29	21
HIGD1A	174	40	295	41	111	60
HIGD2A	204	38	99	7	37	27
HIKESHI	82	11	80	8	29	20
HILPDA	18	1	175	10	6	5
HILPDA-AS1	2	0	2	0	1	0
HINFP	74	17	57	3	30	17
HINT1	1105	194	770	155	433	239
HINT2	49	20	30	9	25	19
HINT3	93	11	91	6	73	48
HIP1	53	23	155	23	52	27
HIP1R	434	41	310	65	201	113
HIPK1	326	46	256	43	301	191
HIPK1-AS1	6	0	4	0	4	6
HIPK2	149	25	320	50	282	138
HIPK3	417	75	242	93	254	219
HIRA	123	11	106	6	57	29
HIRIP3	69	14	146	6	29	9
HISLA	3	1	3	1	2	0
HIVEP1	165	24	120	30	147	80
HIVEP2	409	33	233	32	279	131
HIVEP2-DT	19	3	6	2	16	13
HIVEP3	272	18	204	20	98	13
HJURP	1	9	1115	8	16	8
HK1	274	20	1167	26	184	84
HK2	74	36	632	71	116	65
HK2-DT	5	0	7	1	5	0
HK3	1	0	29	7	5	6
HKDC1	1	0	2	0	0	0
HLA-A	5510	741	2607	422	2747	1607
HLA-B	11650	1481	2982	585	3710	1990
HLA-C	4575	529	1333	236	2203	1150
HLA-DMA	560	87	153	62	281	179
HLA-DMB	273	51	166	55	303	218
HLA-DOA	418	30	165	37	448	260
HLA-DOB	69	5	30	3	29	10
HLA-DPA1	1073	64	570	129	964	573
HLA-DPB1	871	89	454	113	565	306
HLA-DPB2	0	0	0	0	0	1
HLA-DQA1	1381	92	310	93	849	449
HLA-DQA2	0	2	89	32	74	35
HLA-DQB1	2705	391	452	112	529	301
HLA-DQB2	1	1	10	4	41	20
HLA-DRA	3880	414	1352	414	2250	1356
HLA-DRB1	1744	203	405	118	1148	568
HLA-DRB5	1059	124	244	47	385	185
HLA-DRB6	0	0	10	3	0	1
HLA-E	2937	315	1872	323	1968	1462
HLA-F	635	90	175	47	285	164
HLA-F-AS1	58	26	39	15	28	28
HLA-G	0	0	0	0	2	2
HLA-H	31	3	20	1	33	13
HLA-J	0	0	0	0	2	0
HLA-K	0	0	0	0	2	3
HLA-L	29	6	31	10	39	16
HLA-V	2	7	7	4	4	3
HLCS	39	5	106	25	52	46
HLCS-AS1	11	46	21	13	21	17
HLF	10	28	29	35	31	32
HLTF	127	16	433	18	133	56
HLX	25	5	34	5	22	10
HLX-AS1	1	5	1	3	3	4
HM13	148	24	694	36	92	44
HMBOX1	85	20	43	8	57	31
HMBS	71	10	52	3	26	9
HMCES	46	7	145	8	62	31
HMCN1	0	0	7	1	1	1
HMCN2	0	0	10	0	1	0
HMG20A	266	22	258	42	187	94
HMG20B	142	21	433	18	92	57
HMGA1	260	33	1730	39	277	68
HMGA1P4	12	1	3	1	3	1
HMGA1P8	0	0	1	0	1	0
HMGA2	1	2	1160	5	2	5
HMGA2-AS1	4	33	25	22	27	29
HMGB1	1960	357	2466	250	1139	707
HMGB1P1	0	2	2	1	0	1
HMGB1P17	0	0	2	0	2	1
HMGB1P20	1	0	0	0	0	0
HMGB1P21	0	0	0	0	0	0
HMGB1P24	2	2	0	0	0	0
HMGB1P3	48	15	15	3	5	0
HMGB1P31	1	0	0	0	0	0
HMGB1P39	22	44	29	23	46	30
HMGB1P5	49	15	43	17	24	0
HMGB1P6	357	87	655	25	179	97
HMGB1P8	0	1	1	2	0	0
HMGB2	596	106	2407	100	388	192
HMGB3	23	8	544	13	46	32
HMGB3P22	3	0	0	1	3	1
HMGB3P32	0	0	1	0	1	0
HMGB3P4	1	2	1	0	0	1
HMGCL	73	6	72	11	23	22
HMGCR	86	12	125	8	56	45
HMGCS1	145	18	114	23	92	56
HMGN1	927	101	1246	113	575	300
HMGN1P1	0	0	2	2	1	0
HMGN1P3	0	0	3	0	0	0
HMGN1P38	0	0	7	0	4	0
HMGN1P8	1	1	0	1	1	0
HMGN2	1319	131	1753	166	569	366
HMGN2P17	0	1	4	3	2	1
HMGN2P28	0	0	0	0	2	1
HMGN2P5	23	0	49	2	9	9
HMGN3	402	54	232	16	139	92
HMGN3-AS1	3	0	2	0	1	0
HMGN4	498	39	399	56	233	141
HMGN5	93	19	7	2	19	8
HMGXB3	196	30	234	14	112	71
HMGXB4	180	29	320	13	104	52
HMMR	8	1	285	3	29	4
HMOX1	266	30	258	59	36	48
HMOX2	77	19	78	9	30	19
HMSD	1	9	5	10	4	4
HMX2	0	1	3	1	2	2
HMX3	4	22	10	13	10	21
HNF1A-AS1	8	15	11	17	20	14
HNF1B	17	4	0	0	6	0
HNF4A	4	9	5	5	5	4
HNMT	3	5	16	13	1	7
HNRNPA0	698	93	644	82	355	190
HNRNPA1	8220	597	8610	485	4083	1919
HNRNPA1L2	63	7	29	6	50	29
HNRNPA1L3	100	17	126	8	62	31
HNRNPA1P16	15	1	4	2	3	1
HNRNPA1P2	0	0	0	0	1	0
HNRNPA1P21	0	0	1	0	0	0
HNRNPA1P27	2	0	0	0	1	0
HNRNPA1P4	1	0	1	0	2	0
HNRNPA1P53	1	0	0	0	0	0
HNRNPA1P54	30	178	80	69	61	88
HNRNPA1P7	31	2	47	0	24	8
HNRNPA2B1	4359	322	4683	355	2481	1234
HNRNPA3	2701	205	3231	233	1515	802
HNRNPA3P10	1	0	5	0	0	1
HNRNPA3P5	1	0	6	0	1	0
HNRNPA3P6	12	0	21	1	10	3
HNRNPAB	179	19	610	30	284	62
HNRNPC	2764	249	3886	291	1619	795
HNRNPCP1	8	1	5	0	3	0
HNRNPCP2	3	0	3	0	2	3
HNRNPD	1833	130	1447	89	880	372
HNRNPD-DT	10	21	13	13	18	11
HNRNPDL	3582	279	2063	174	1520	708
HNRNPF	1339	154	1653	96	788	364
HNRNPH1	3632	367	2053	326	1661	822
HNRNPH1P1	1	0	0	0	1	3
HNRNPH2	537	42	306	44	245	149
HNRNPH3	1088	121	1264	79	501	290
HNRNPK	2053	185	2386	203	1417	832
HNRNPKP2	1	0	3	0	1	2
HNRNPKP3	1	19	9	21	17	15
HNRNPKP4	0	0	2	0	0	1
HNRNPL	1149	88	1011	108	587	288
HNRNPLL	85	19	137	15	48	27
HNRNPLP2	4	0	4	0	2	0
HNRNPM	1769	213	1223	88	673	289
HNRNPR	973	119	1187	108	619	300
HNRNPU	1932	160	2279	201	1699	694
HNRNPUL1	678	42	1142	77	591	304
HNRNPUL2	495	40	332	30	384	185
HNRNPUL2-BSCL2	122	23	344	20	146	60
HOATZ	0	4	2	2	3	0
HOGA1	21	59	17	9	21	18
HOMER1	18	3	48	2	17	10
HOMER2	33	3	62	1	6	2
HOMER3	81	8	179	2	5	4
HOMER3-AS1	3	1	3	0	0	0
HOMEZ	56	56	31	14	63	46
HOOK1	66	5	13	9	70	47
HOOK2	53	11	40	3	24	18
HOOK3	538	194	460	64	282	187
HOPX	1	0	5	0	5	4
HORMAD1	3	1	1	0	1	1
HOTAIR	0	7	10	7	0	4
HOTAIRM1	5	1	7	1	0	0
HOXA-AS2	0	3	3	4	1	2
HOXA-AS3	7	46	27	44	28	39
HOXA1	5	0	4	2	0	0
HOXA10	1	5	22	4	6	5
HOXA10-AS	0	0	2	0	0	0
HOXA11	3	9	12	4	2	4
HOXA13	1	0	11	2	1	2
HOXA2	0	0	2	2	0	1
HOXA3	10	24	37	28	16	16
HOXA4	0	0	12	0	0	0
HOXA5	0	2	13	2	0	1
HOXA6	0	0	3	0	1	0
HOXA7	0	1	15	3	3	3
HOXA9	0	0	90	0	3	2
HOXB-AS1	0	1	9	0	4	2
HOXB13	0	0	12	0	0	0
HOXB2	2	0	61	3	1	2
HOXB3	9	18	49	20	15	21
HOXB4	6	0	16	4	2	3
HOXB5	0	0	6	1	1	0
HOXB6	1	1	16	0	0	0
HOXB7	11	4	48	4	4	4
HOXB8	0	3	1	4	2	1
HOXB9	0	0	37	0	0	0
HOXC10	0	1	107	0	0	0
HOXC11	6	53	25	31	30	32
HOXC13	0	0	4	0	0	0
HOXC4	54	20	22	10	29	9
HOXC6	1	2	64	2	7	5
HOXC8	1	3	32	3	2	1
HOXC9	1	0	31	0	0	1
HOXD-AS2	0	0	7	2	0	0
HOXD1	0	0	3	0	0	0
HOXD4	0	0	3	0	0	0
HOXD8	0	0	48	0	0	0
HOXD9	3	31	44	31	12	17
HP	1	0	0	0	0	0
HP1BP3	1106	102	1592	135	641	492
HPAT5	0	7	0	0	0	1
HPCA	0	0	0	0	0	2
HPCAL1	145	15	327	15	81	40
HPCAL4	0	0	2	0	0	0
HPDL	5	0	12	1	9	1
HPF1	140	7	141	8	32	19
HPGD	0	0	4	4	1	0
HPN-AS1	1	16	4	4	8	8
HPRT1	120	8	249	7	96	38
HPS1	203	22	144	25	91	80
HPS1-AS1	6	1	0	0	1	0
HPS3	158	14	277	48	141	85
HPS4	323	23	159	15	154	88
HPS5	240	18	175	23	100	64
HPS6	73	14	87	9	44	26
HPSE	2	5	153	10	8	14
HPX	1	0	2	0	0	1
HRAS	38	6	87	3	26	8
HRG-AS1	0	2	0	1	1	0
HRH1	0	0	114	2	1	0
HRH2	0	3	0	0	1	0
HRH4	4	55	19	23	6	9
HRK	411	152	55	69	86	65
HROB	1	1	24	0	3	0
HS1BP3	56	8	106	4	35	25
HS2ST1	165	20	165	15	123	63
HS3ST1	9	1	2	4	1	3
HS3ST3A1	1	1	192	1	0	0
HS3ST3B1	4	16	127	10	9	8
HS3ST5	1	3	2	6	2	8
HS6ST1	71	2	88	6	34	23
HS6ST2	0	0	32	0	0	0
HS6ST3	0	3	4	2	4	1
HSALR1	1	0	0	0	0	0
HSBP1	141	26	241	20	86	37
HSBP1L1	8	3	13	1	2	1
HSCB	125	41	53	6	19	10
HSD11B1	0	0	15	1	0	0
HSD11B1-AS1	0	0	0	0	0	0
HSD11B1L	13	1	12	0	6	3
HSD17B1	3	1	1	0	0	2
HSD17B1-AS1	55	5	31	7	12	6
HSD17B10	137	33	90	7	90	43
HSD17B11	215	26	211	31	89	78
HSD17B12	193	13	212	11	54	31
HSD17B13	18	52	15	12	18	19
HSD17B14	8	0	34	4	1	0
HSD17B3	0	0	0	0	0	1
HSD17B4	638	43	646	115	218	122
HSD17B6	2	0	2	0	1	1
HSD17B7	72	11	34	10	41	21
HSD17B7P2	35	31	19	10	28	15
HSD17B8	31	3	15	1	24	3
HSD3B7	0	7	103	5	3	2
HSDL1	237	43	74	15	93	74
HSDL2	87	16	238	18	94	47
